state,date,admission,maskwearing,delphi_samplesize,maskwearing_stderr,symptom,symptoms_stderr
ky,2021-06-08,103.1428571,0.9828861,2583.2127,0.3114508,0.9828861,0.3114508
la,2021-06-08,47,1.243474,2389.3687,0.2722091,1.243474,0.2722091
ma,2021-06-08,19,0.8271866,3155.0115,0.2471058,0.8271866,0.2471058
md,2021-06-08,36,0.668344,2787.9989,0.1538712,0.668344,0.1538712
me,2021-06-08,6.1428571,0.5944785,1310,0.2092798,0.5944785,0.2092798
mi,2021-06-08,72.7142857,0.7631015,7289.9988,0.1257653,0.7631015,0.1257653
mn,2021-06-08,25.5714286,0.4217631,2738.1832,0.112244,0.4217631,0.112244
mo,2021-06-08,65.2857143,1.1305279,3114.9954,0.246281,1.1305279,0.246281
ms,2021-06-08,34,1.0411539,1525.2978,0.2983279,1.0411539,0.2983279
mt,2021-06-08,14.5714286,0.7926546,768.6415,0.382255,0.7926546,0.382255
nc,2021-06-08,57.2857143,0.9381868,5208.0067,0.2207998,0.9381868,0.2207998
nd,2021-06-08,4.4285714,1.4801265,404.3844,0.6144755,1.4801265,0.6144755
ne,2021-06-08,4.8571429,0.7607249,1232.6928,0.2908618,0.7607249,0.2908618
nh,2021-06-08,4.5714286,0.2437763,1019,0.1390575,0.2437763,0.1390575
nj,2021-06-08,43.5714286,0.5413737,3940.9983,0.1637429,0.5413737,0.1637429
nm,2021-06-08,14.1428571,0.7141099,1597.0264,0.23536,0.7141099,0.23536
nv,2021-06-08,27.7142857,0.4334667,1341.8079,0.1676634,0.4334667,0.1676634
ny,2021-06-08,96,0.4077063,8587.0003,0.0686996,0.4077063,0.0686996
oh,2021-06-08,85.4285714,0.8280605,6920.002,0.1307129,0.8280605,0.1307129
ok,2021-06-08,23.4285714,0.9211764,1841.7569,0.2290408,0.9211764,0.2290408
or,2021-06-08,23.8571429,0.9091403,2980.0258,0.2289298,0.9091403,0.2289298
pa,2021-06-08,87.7142857,0.5747227,7191.0034,0.08669,0.5747227,0.08669
pr,2021-06-08,3.5714286,,,,,
ri,2021-06-08,1.8571429,0.4730946,697.9885,0.2388348,0.4730946,0.2388348
sc,2021-06-08,18.4285714,0.8021057,3071.0018,0.153493,0.8021057,0.153493
sd,2021-06-08,4.5714286,0.4916588,546.3824,0.258844,0.4916588,0.258844
tn,2021-06-08,33,0.7718852,3543.9411,0.170092,0.7718852,0.170092
tx,2021-06-08,211.5714286,0.8303953,11501.2628,0.107627,0.8303953,0.107627
ut,2021-06-08,22.5714286,0.716261,1652.3246,0.2653996,0.716261,0.2653996
va,2021-06-08,29.8571429,0.7106514,4704.9771,0.1609375,0.7106514,0.1609375
vi,2021-06-08,0.7142857,,,,,
vt,2021-06-08,0.4285714,0.3679828,539.0005,0.2373064,0.3679828,0.2373064
wa,2021-06-08,55.7142857,0.6562144,4874.9732,0.1640684,0.6562144,0.1640684
wi,2021-06-08,36.7142857,0.7850129,3482.0036,0.177343,0.7850129,0.177343
wv,2021-06-08,15.8571429,0.517867,1335.0549,0.1802353,0.517867,0.1802353
wy,2021-06-08,11,1.566213,389.9711,0.6641873,1.566213,0.6641873
ak,2021-06-09,3,1.3087812,482,1.0143137,1.3087812,1.0143137
al,2021-06-09,30.4285714,0.9093792,2451.0787,0.2197611,0.9093792,0.2197611
ar,2021-06-09,37.8571429,1.0470896,1681.5498,0.3226463,1.0470896,0.3226463
az,2021-06-09,55.2857143,1.2204821,3744.3052,0.237692,1.2204821,0.237692
ca,2021-06-09,154.4285714,0.7019621,14958.1984,0.0931558,0.7019621,0.0931558
co,2021-06-09,59.8571429,0.6697106,3236.9045,0.1441965,0.6697106,0.1441965
ct,2021-06-09,13.8571429,0.5698701,2332,0.1977263,0.5698701,0.1977263
dc,2021-06-09,5.4285714,0.5869345,243,0.6182968,0.5869345,0.6182968
de,2021-06-09,3.7142857,0.8412475,767.0073,0.389138,0.8412475,0.389138
fl,2021-06-09,250.7142857,0.9462848,11024.0005,0.1030686,0.9462848,0.1030686
ga,2021-06-09,102,0.8430983,4244.9451,0.1802148,0.8430983,0.1802148
hi,2021-06-09,2.1428571,0.1739817,754,0.1903588,0.1739817,0.1903588
ia,2021-06-09,13,0.8086615,2276.3936,0.2190622,0.8086615,0.2190622
id,2021-06-09,11.7142857,1.1337541,1131.0471,0.3171634,1.1337541,0.3171634
il,2021-06-09,77.4285714,0.8175759,6739.0218,0.1162566,0.8175759,0.1162566
in,2021-06-09,48,1.1459681,3827.0069,0.1867027,1.1459681,0.1867027
ks,2021-06-09,13.7142857,0.8307556,1630.1758,0.2699543,0.8307556,0.2699543
ky,2021-06-09,105.2857143,0.6592922,2563.1428,0.1587553,0.6592922,0.1587553
la,2021-06-09,45.8571429,1.0866217,2305.369,0.2526202,1.0866217,0.2526202
ma,2021-06-09,18.4285714,0.8194679,3109.0105,0.2479966,0.8194679,0.2479966
md,2021-06-09,36.1428571,0.6408677,2805.9917,0.1603993,0.6408677,0.1603993
me,2021-06-09,5.4285714,0.5849862,1323,0.2085443,0.5849862,0.2085443
mi,2021-06-09,70.8571429,0.7173693,7166.9985,0.1200901,0.7173693,0.1200901
mn,2021-06-09,23.8571429,0.4563302,2668.0612,0.1199957,0.4563302,0.1199957
mo,2021-06-09,67.7142857,1.0830913,3067.1336,0.2446747,1.0830913,0.2446747
ms,2021-06-09,34.1428571,1.0298162,1500.5433,0.2986671,1.0298162,0.2986671
mt,2021-06-09,13.2857143,0.7992962,778.6605,0.3830576,0.7992962,0.3830576
nc,2021-06-09,55.4285714,0.8072271,5188.0059,0.1864195,0.8072271,0.1864195
nd,2021-06-09,4.4285714,1.6349398,411.4478,0.6482192,1.6349398,0.6482192
ne,2021-06-09,4.2857143,0.7105607,1208.5968,0.2891033,0.7105607,0.2891033
nh,2021-06-09,4,0.3464819,1025,0.1719369,0.3464819,0.1719369
nj,2021-06-09,42.4285714,0.5600821,3805.9986,0.1658681,0.5600821,0.1658681
nm,2021-06-09,11.8571429,0.8195134,1550.465,0.2570101,0.8195134,0.2570101
nv,2021-06-09,28.5714286,0.4464512,1317.8021,0.1677571,0.4464512,0.1677571
ny,2021-06-09,92.2857143,0.3560627,8470.0002,0.0632935,0.3560627,0.0632935
oh,2021-06-09,84.4285714,0.7669206,6770.9981,0.1254175,0.7669206,0.1254175
ok,2021-06-09,22.4285714,0.920379,1788.7573,0.229773,0.920379,0.229773
or,2021-06-09,23.7142857,0.7660431,2914.0255,0.2138044,0.7660431,0.2138044
pa,2021-06-09,83.4285714,0.6223321,7138.0029,0.0918614,0.6223321,0.0918614
pr,2021-06-09,2.5714286,,,,,
ri,2021-06-09,1.8571429,0.4842611,680.9895,0.2430372,0.4842611,0.2430372
sc,2021-06-09,16.4285714,0.7798291,3035.0014,0.1518073,0.7798291,0.1518073
sd,2021-06-09,4.4285714,0.5558272,550.3883,0.2622293,0.5558272,0.2622293
tn,2021-06-09,32.1428571,0.9147555,3511.0107,0.1813648,0.9147555,0.1813648
tx,2021-06-09,212.5714286,0.8478079,11402.239,0.1114891,0.8478079,0.1114891
ut,2021-06-09,23.8571429,0.8244171,1590.3294,0.2861249,0.8244171,0.2861249
va,2021-06-09,29.8571429,0.8082559,4689.1567,0.176141,0.8082559,0.176141
vi,2021-06-09,1,,,,,
vt,2021-06-09,0.5714286,0.4129467,549.0007,0.2384427,0.4129467,0.2384427
wa,2021-06-09,53,0.6593293,4814.9732,0.1682384,0.6593293,0.1682384
wi,2021-06-09,35.1428571,0.7901768,3405.0038,0.1746297,0.7901768,0.1746297
wv,2021-06-09,17.2857143,0.5291767,1311.0544,0.1858988,0.5291767,0.1858988
wy,2021-06-09,10.1428571,1.5122157,394.979,0.6527657,1.5122157,0.6527657
ak,2021-06-10,2.4285714,1.4535632,471,1.0657047,1.4535632,1.0657047
al,2021-06-10,30.5714286,0.8473492,2430.0758,0.2174397,0.8473492,0.2174397
ar,2021-06-10,37.1428571,1.1615706,1605.5506,0.3737954,1.1615706,0.3737954
az,2021-06-10,52.8571429,1.2664414,3733.7906,0.2423035,1.2664414,0.2423035
ca,2021-06-10,151.7142857,0.723413,14793.2078,0.1027433,0.723413,0.1027433
co,2021-06-10,56.8571429,0.6413216,3168.9055,0.142785,0.6413216,0.142785
ct,2021-06-10,12,0.5097734,2335,0.194879,0.5097734,0.194879
dc,2021-06-10,5.2857143,0,246,0.2082521,0,0.2082521
de,2021-06-10,3.4285714,0.5130442,768.0073,0.2208908,0.5130442,0.2208908
fl,2021-06-10,251,0.9941399,10926.0007,0.1068399,0.9941399,0.1068399
ga,2021-06-10,104.4285714,1.0177475,4156.9486,0.2167942,1.0177475,0.2167942
hi,2021-06-10,2,0.1473811,754,0.1600314,0.1473811,0.1600314
ia,2021-06-10,13.5714286,0.876471,2276.5774,0.2243124,0.876471,0.2243124
id,2021-06-10,10.7142857,1.1208346,1144.0652,0.3264879,1.1208346,0.3264879
il,2021-06-10,73.2857143,0.7760943,6674.0222,0.1190611,0.7760943,0.1190611
in,2021-06-10,46.4285714,1.3669867,3783.0036,0.2055229,1.3669867,0.2055229
ks,2021-06-10,14.1428571,0.8648454,1650.1754,0.2722304,0.8648454,0.2722304
ky,2021-06-10,104.8571429,0.5966261,2508.1435,0.1545095,0.5966261,0.1545095
la,2021-06-10,45.7142857,1.015495,2206.3687,0.2180287,1.015495,0.2180287
ma,2021-06-10,17.7142857,1.1278804,3075.008,0.2713618,1.1278804,0.2713618
md,2021-06-10,33.8571429,0.5692828,2792.9916,0.1591212,0.5692828,0.1591212
me,2021-06-10,6.1428571,0.5138284,1284,0.1787988,0.5138284,0.1787988
mi,2021-06-10,67,0.6811673,7036.9985,0.1148624,0.6811673,0.1148624
mn,2021-06-10,24,0.5588719,2642.0185,0.1332802,0.5588719,0.1332802
mo,2021-06-10,67.8571429,1.1457202,3030.9838,0.2511266,1.1457202,0.2511266
ms,2021-06-10,34.1428571,0.9590304,1479.7277,0.2538797,0.9590304,0.2538797
mt,2021-06-10,13,0.8071248,778.6405,0.3403475,0.8071248,0.3403475
nc,2021-06-10,55.1428571,0.6711559,5101.0056,0.1642941,0.6711559,0.1642941
nd,2021-06-10,3.8571429,1.9374664,407.4478,0.6824639,1.9374664,0.6824639
ne,2021-06-10,4.7142857,0.3352119,1212.5958,0.1449807,0.3352119,0.1449807
nh,2021-06-10,3.2857143,0.3214285,1018,0.170476,0.3214285,0.170476
nj,2021-06-10,41.8571429,0.4218246,3722.9985,0.1213323,0.4218246,0.1213323
nm,2021-06-10,13.1428571,0.5455826,1533.4673,0.2054785,0.5455826,0.2054785
nv,2021-06-10,26.5714286,0.4468651,1333.7924,0.1680817,0.4468651,0.1680817
ny,2021-06-10,88.5714286,0.3701535,8231.0008,0.0686453,0.3701535,0.0686453
oh,2021-06-10,85.1428571,0.7110734,6677.0006,0.1120888,0.7110734,0.1120888
ok,2021-06-10,22.7142857,0.8760198,1743.7574,0.2257529,0.8760198,0.2257529
or,2021-06-10,22.5714286,0.6301766,2917.0232,0.1929603,0.6301766,0.1929603
pa,2021-06-10,81.1428571,0.6439181,7014.0028,0.0995218,0.6439181,0.0995218
pr,2021-06-10,2.4285714,,,,,
ri,2021-06-10,2.2857143,0.378824,630.992,0.2210302,0.378824,0.2210302
sc,2021-06-10,14.4285714,0.8351276,2987.0017,0.1730189,0.8351276,0.1730189
sd,2021-06-10,4.4285714,0.7565069,544.3877,0.3134587,0.7565069,0.3134587
tn,2021-06-10,30.7142857,0.9209465,3460.0004,0.1799973,0.9209465,0.1799973
tx,2021-06-10,220.1428571,0.848049,11226.2375,0.1101415,0.848049,0.1101415
ut,2021-06-10,25.8571429,1.048546,1571.8416,0.3230123,1.048546,0.3230123
va,2021-06-10,27.5714286,0.7447392,4639.7384,0.164548,0.7447392,0.164548
vi,2021-06-10,1.2857143,,,,,
vt,2021-06-10,0.5714286,0.3760097,536.0007,0.2374977,0.3760097,0.2374977
wa,2021-06-10,50.1428571,0.6653233,4873.9753,0.1655032,0.6653233,0.1655032
wi,2021-06-10,33.4285714,0.8005239,3363.0039,0.2213289,0.8005239,0.2213289
wv,2021-06-10,16.4285714,0.5938343,1287.1038,0.1978392,0.5938343,0.1978392
wy,2021-06-10,10.1428571,1.2279321,398.9916,0.5897794,1.2279321,0.5897794
ak,2021-06-11,2.4285714,1.451355,481,1.0649545,1.451355,1.0649545
al,2021-06-11,30.8571429,0.8184566,2388.0607,0.2117816,0.8184566,0.2117816
ar,2021-06-11,36,1.3038301,1646.5504,0.3860531,1.3038301,0.3860531
az,2021-06-11,53.1428571,0.9333113,3654.6904,0.1969827,0.9333113,0.1969827
ca,2021-06-11,146.1428571,0.7954701,14495.0949,0.116378,0.7954701,0.116378
co,2021-06-11,53.5714286,0.6300603,3133.8767,0.1405369,0.6300603,0.1405369
ct,2021-06-11,11.5714286,0.531981,2300,0.1991475,0.531981,0.1991475
dc,2021-06-11,5.2857143,0,242,0.215198,0,0.215198
de,2021-06-11,3.4285714,0.6657766,732.0073,0.2524389,0.6657766,0.2524389
fl,2021-06-11,250.1428571,0.9639975,10725.0006,0.1124413,0.9639975,0.1124413
ga,2021-06-11,103.5714286,0.9265429,4095.9532,0.2108944,0.9265429,0.2108944
hi,2021-06-11,2.4285714,0.2581464,752,0.1949186,0.2581464,0.1949186
ia,2021-06-11,14.1428571,0.9242208,2214.6122,0.2317684,0.9242208,0.2317684
id,2021-06-11,10.7142857,1.1076911,1129.0569,0.3214953,1.1076911,0.3214953
il,2021-06-11,69.4285714,0.7549489,6578.0224,0.1203568,0.7549489,0.1203568
in,2021-06-11,46.1428571,1.3043502,3689.0037,0.2046005,1.3043502,0.2046005
ks,2021-06-11,15.2857143,0.7323989,1647.1757,0.2574813,0.7323989,0.2574813
ky,2021-06-11,104.2857143,0.6399062,2495.1471,0.1575411,0.6399062,0.1575411
la,2021-06-11,45.1428571,1.1797732,2167.369,0.234714,1.1797732,0.234714
ma,2021-06-11,15.5714286,0.9725581,3000.009,0.1983362,0.9725581,0.1983362
md,2021-06-11,31,0.4719083,2784.9915,0.1477491,0.4719083,0.1477491
me,2021-06-11,6.4285714,0.6353303,1233,0.2581897,0.6353303,0.2581897
mi,2021-06-11,63,0.6261123,6917.0237,0.1092654,0.6261123,0.1092654
mn,2021-06-11,22.8571429,0.5209807,2628.0296,0.130656,0.5209807,0.130656
mo,2021-06-11,70.4285714,1.1303047,2979.9843,0.2466892,1.1303047,0.2466892
ms,2021-06-11,34.5714286,0.863239,1427.5642,0.2444586,0.863239,0.2444586
mt,2021-06-11,11.8571429,1.007118,783.6492,0.3762018,1.007118,0.3762018
nc,2021-06-11,54.8571429,0.5832803,5047.005,0.1252884,0.5832803,0.1252884
nd,2021-06-11,3.4285714,2.1331641,412.4478,0.7341681,2.1331641,0.7341681
ne,2021-06-11,5.2857143,0.3364641,1190.5559,0.1449467,0.3364641,0.1449467
nh,2021-06-11,3.2857143,0.4053935,1017,0.1989422,0.4053935,0.1989422
nj,2021-06-11,40.2857143,0.3941677,3576.9986,0.1219219,0.3941677,0.1219219
nm,2021-06-11,13.4285714,0.6277238,1531.5013,0.2312155,0.6277238,0.2312155
nv,2021-06-11,26.4285714,0.4104543,1328.9054,0.1483159,0.4104543,0.1483159
ny,2021-06-11,87,0.4190798,8137.0011,0.0748731,0.4190798,0.0748731
oh,2021-06-11,79,0.7825812,6636.0006,0.117057,0.7825812,0.117057
ok,2021-06-11,23.7142857,0.8079442,1732.7572,0.2066759,0.8079442,0.2066759
or,2021-06-11,22,0.5871044,2912.0214,0.1842627,0.5871044,0.1842627
pa,2021-06-11,76.8571429,0.6193336,6939.0027,0.0964175,0.6193336,0.0964175
pr,2021-06-11,2.2857143,,,,,
ri,2021-06-11,2.7142857,0.2944879,612.991,0.1748363,0.2944879,0.1748363
sc,2021-06-11,14.8571429,1.0480022,2982.0008,0.2424206,1.0480022,0.2424206
sd,2021-06-11,4.1428571,1.1893063,544.3753,0.4125812,1.1893063,0.4125812
tn,2021-06-11,31.8571429,0.9891028,3470.9973,0.1836768,0.9891028,0.1836768
tx,2021-06-11,224.1428571,0.873221,11106.2336,0.1109965,0.873221,0.1109965
ut,2021-06-11,26.2857143,1.0276951,1557.9442,0.3111371,1.0276951,0.3111371
va,2021-06-11,28.2857143,0.5860743,4603.3746,0.1239559,0.5860743,0.1239559
vi,2021-06-11,1.4285714,,,,,
vt,2021-06-11,0.5714286,0.204383,522.0006,0.191869,0.204383,0.191869
wa,2021-06-11,46,0.7986076,4823.9765,0.1654633,0.7986076,0.1654633
wi,2021-06-11,31.5714286,0.9561561,3334.9781,0.2345014,0.9561561,0.2345014
wv,2021-06-11,16.7142857,0.6127888,1272.1524,0.199098,0.6127888,0.199098
wy,2021-06-11,9.5714286,1.649348,403.9952,0.6573834,1.649348,0.6573834
ak,2021-06-12,2.2857143,1.4540839,484,1.0657102,1.4540839,1.0657102
al,2021-06-12,30.8571429,0.8046775,2365.0607,0.1843304,0.8046775,0.1843304
ar,2021-06-12,36.2857143,1.2806002,1640.5505,0.3903305,1.2806002,0.3903305
az,2021-06-12,52.8571429,0.8239732,3611.6904,0.1846517,0.8239732,0.1846517
ca,2021-06-12,143.7142857,0.852905,14276.1017,0.1186805,0.852905,0.1186805
co,2021-06-12,51.8571429,0.5803637,3139.8766,0.1322237,0.5803637,0.1322237
ct,2021-06-12,10.8571429,0.6241385,2304,0.2072647,0.6241385,0.2072647
dc,2021-06-12,5.4285714,0.2414291,240,0.3230249,0.2414291,0.3230249
de,2021-06-12,2.8571429,0.512157,702.0073,0.217409,0.512157,0.217409
fl,2021-06-12,249.1428571,1.0335739,10506.9996,0.1289391,1.0335739,0.1289391
ga,2021-06-12,103.4285714,0.9932731,4077.9579,0.2231489,0.9932731,0.2231489
hi,2021-06-12,2.7142857,0.3097849,716,0.2063159,0.3097849,0.2063159
ia,2021-06-12,14.2857143,0.7809604,2206.6213,0.1783592,0.7809604,0.1783592
id,2021-06-12,11.1428571,1.0784335,1137.066,0.3185322,1.0784335,0.3185322
il,2021-06-12,66.1428571,0.6809281,6585.0002,0.1107783,0.6809281,0.1107783
in,2021-06-12,45,1.2729074,3711.0039,0.2033531,1.2729074,0.2033531
ks,2021-06-12,16,0.7700728,1613.1755,0.2434918,0.7700728,0.2434918
ky,2021-06-12,102.7142857,0.6304121,2455.1504,0.1573811,0.6304121,0.1573811
la,2021-06-12,46.5714286,1.2409996,2112.369,0.242127,1.2409996,0.242127
ma,2021-06-12,16.4285714,0.9961393,3016.006,0.205938,0.9961393,0.205938
md,2021-06-12,31.4285714,0.4062063,2736.9915,0.1421,0.4062063,0.1421
me,2021-06-12,5.7142857,0.7276172,1229,0.2793746,0.7276172,0.2793746
mi,2021-06-12,59.7142857,0.6620294,6888.0233,0.1089357,0.6620294,0.1089357
mn,2021-06-12,21,0.6884998,2624.9964,0.1822751,0.6884998,0.1822751
mo,2021-06-12,73.1428571,1.1037433,3002.0058,0.245137,1.1037433,0.245137
ms,2021-06-12,34.4285714,0.9765261,1402.374,0.2993258,0.9765261,0.2993258
mt,2021-06-12,11.4285714,1.41888,775.908,0.4444953,1.41888,0.4444953
nc,2021-06-12,54,0.6130963,5019.0044,0.1405223,0.6130963,0.1405223
nd,2021-06-12,3.5714286,2.1657373,409.3071,0.7427025,2.1657373,0.7427025
ne,2021-06-12,5.2857143,0.4170916,1158.5711,0.1570884,0.4170916,0.1570884
nh,2021-06-12,3.1428571,0.5868369,1006,0.317316,0.5868369,0.317316
nj,2021-06-12,38.2857143,0.3884091,3499.9987,0.1231772,0.3884091,0.1231772
nm,2021-06-12,12.5714286,0.6039437,1551.5054,0.2262105,0.6039437,0.2262105
nv,2021-06-12,26,0.4007565,1301.8986,0.1489188,0.4007565,0.1489188
ny,2021-06-12,84,0.5646395,8027.0009,0.0893699,0.5646395,0.0893699
oh,2021-06-12,77.1428571,0.8560541,6599.0012,0.1232239,0.8560541,0.1232239
ok,2021-06-12,24.4285714,0.8629368,1713,0.2136942,0.8629368,0.2136942
or,2021-06-12,21.5714286,0.4996372,2900.0168,0.1523124,0.4996372,0.1523124
pa,2021-06-12,74.5714286,0.6454644,7027.0026,0.0966022,0.6454644,0.0966022
pr,2021-06-12,2.2857143,,,,,
ri,2021-06-12,2.8571429,0.1954791,607.994,0.1449339,0.1954791,0.1449339
sc,2021-06-12,15.4285714,0.9665921,2966.0009,0.2361201,0.9665921,0.2361201
sd,2021-06-12,3.7142857,1.1745039,552.2559,0.4076416,1.1745039,0.4076416
tn,2021-06-12,32.1428571,1.0199551,3475.0044,0.1916933,1.0199551,0.1916933
tx,2021-06-12,226.8571429,0.8735799,11000.9863,0.1046009,0.8735799,0.1046009
ut,2021-06-12,28,0.6578248,1535.9418,0.212515,0.6578248,0.212515
va,2021-06-12,29.7142857,0.651286,4565.0733,0.1311108,0.651286,0.1311108
vi,2021-06-12,1.4285714,,,,,
vt,2021-06-12,0.4285714,0.3889319,522.0006,0.2661614,0.3889319,0.2661614
wa,2021-06-12,45.4285714,0.707058,4765.9807,0.1341404,0.707058,0.1341404
wi,2021-06-12,30.7142857,0.9375655,3326.9783,0.2320133,0.9375655,0.2320133
wv,2021-06-12,16.8571429,0.6393346,1284.102,0.2061648,0.6393346,0.2061648
wy,2021-06-12,9.8571429,1.1025539,379.9982,0.5735304,1.1025539,0.5735304
ak,2021-06-13,2.1428571,2.4900888,473,1.4374386,2.4900888,1.4374386
al,2021-06-13,30.4285714,0.9679446,2387.0634,0.2279946,0.9679446,0.2279946
ar,2021-06-13,37.7142857,1.421258,1603.7167,0.4012753,1.421258,0.4012753
az,2021-06-13,53.8571429,0.8596575,3606.2447,0.1826011,0.8596575,0.1826011
ca,2021-06-13,143,0.8721707,14224.0824,0.1204803,0.8721707,0.1204803
co,2021-06-13,51.1428571,0.4524503,3074.8479,0.1176987,0.4524503,0.1176987
ct,2021-06-13,9.7142857,0.6070461,2289,0.2042848,0.6070461,0.2042848
dc,2021-06-13,5.7142857,0.81621,251,0.5166388,0.81621,0.5166388
de,2021-06-13,2.7142857,0.5297953,696.0073,0.204087,0.5297953,0.204087
fl,2021-06-13,251.4285714,1.0175653,10430.9996,0.1277264,1.0175653,0.1277264
ga,2021-06-13,101.2857143,0.8993387,4031.9604,0.1877695,0.8993387,0.1877695
hi,2021-06-13,3,0.330822,697,0.1946105,0.330822,0.1946105
ia,2021-06-13,15.7142857,0.87874,2204.7133,0.2103601,0.87874,0.2103601
id,2021-06-13,11.2857143,0.9060952,1154.0486,0.2855414,0.9060952,0.2855414
il,2021-06-13,64.8571429,0.6628947,6645.9999,0.1082656,0.6628947,0.1082656
in,2021-06-13,45.5714286,1.1544167,3651.003,0.1926366,1.1544167,0.1926366
ks,2021-06-13,16.8571429,0.9200677,1616.1752,0.2632097,0.9200677,0.2632097
ky,2021-06-13,102.5714286,0.9747693,2421.1373,0.2345558,0.9747693,0.2345558
la,2021-06-13,46,1.1742058,2111.369,0.2368183,1.1742058,0.2368183
ma,2021-06-13,16,0.9469404,3008.005,0.2006942,0.9469404,0.2006942
md,2021-06-13,32.1428571,0.3711762,2710.9916,0.1435798,0.3711762,0.1435798
me,2021-06-13,5.8571429,0.6833361,1222,0.2736572,0.6833361,0.2736572
mi,2021-06-13,56.2857143,0.8431945,6919.0237,0.1300716,0.8431945,0.1300716
mn,2021-06-13,19.5714286,0.7165296,2554.8963,0.1849161,0.7165296,0.1849161
mo,2021-06-13,75.1428571,1.1832431,2999.0124,0.2370411,1.1832431,0.2370411
ms,2021-06-13,34.4285714,1.2536275,1411.3691,0.3277391,1.2536275,0.3277391
mt,2021-06-13,11.1428571,1.4866522,780.875,0.4480022,1.4866522,0.4480022
nc,2021-06-13,54.4285714,0.6037295,4985.004,0.1336492,0.6037295,0.1336492
nd,2021-06-13,3.8571429,1.8995075,404.487,0.7275384,1.8995075,0.7275384
ne,2021-06-13,5.7142857,0.3363879,1138.6579,0.1415504,0.3363879,0.1415504
nh,2021-06-13,3,0.5870551,982,0.3171115,0.5870551,0.3171115
nj,2021-06-13,36.2857143,0.333971,3471.9987,0.0986686,0.333971,0.0986686
nm,2021-06-13,13.1428571,0.487531,1535.1813,0.2136682,0.487531,0.2136682
nv,2021-06-13,24.2857143,0.379852,1311.918,0.1438959,0.379852,0.1438959
ny,2021-06-13,85,0.5771612,8023.0003,0.0904306,0.5771612,0.0904306
oh,2021-06-13,73.8571429,0.8879905,6624.0014,0.1270388,0.8879905,0.1270388
ok,2021-06-13,24,0.788165,1711.0002,0.2100176,0.788165,0.2100176
or,2021-06-13,22.5714286,0.4504136,2870.0174,0.1175661,0.4504136,0.1175661
pa,2021-06-13,70.5714286,0.7142004,7043.003,0.1045229,0.7142004,0.1045229
pr,2021-06-13,2.5714286,,,,,
ri,2021-06-13,2.4285714,0.1963254,602.995,0.1439452,0.1963254,0.1439452
sc,2021-06-13,15.5714286,0.9158161,2992.0011,0.2324038,0.9158161,0.2324038
sd,2021-06-13,3.4285714,1.1031035,561.0433,0.4018563,1.1031035,0.4018563
tn,2021-06-13,31.1428571,1.0305961,3465.8431,0.1982551,1.0305961,0.1982551
tx,2021-06-13,229.8571429,0.8224724,10920.9872,0.095531,0.8224724,0.095531
ut,2021-06-13,27.1428571,0.6520766,1531.7438,0.2129152,0.6520766,0.2129152
va,2021-06-13,28.8571429,0.6935403,4598.561,0.1359324,0.6935403,0.1359324
vi,2021-06-13,1.4285714,,,,,
vt,2021-06-13,0.4285714,0.3822533,511.0004,0.2680533,0.3822533,0.2680533
wa,2021-06-13,42.1428571,0.7363463,4788.9792,0.1346898,0.7363463,0.1346898
wi,2021-06-13,28.4285714,0.9786477,3307.9779,0.2360066,0.9786477,0.2360066
wv,2021-06-13,17,1.6694256,1264.1017,0.8784512,1.6694256,0.8784512
wy,2021-06-13,9.5714286,1.0671107,394.0008,0.5554995,1.0671107,0.5554995
ak,2021-06-14,2.2857143,1.492355,469,1.0664442,1.492355,1.0664442
al,2021-06-14,29.4285714,0.9238429,2357.0545,0.2193986,0.9238429,0.2193986
ar,2021-06-14,35.8571429,1.7874829,1581.7164,0.4368803,1.7874829,0.4368803
az,2021-06-14,55.2857143,0.825643,3555.4735,0.1778383,0.825643,0.1778383
ca,2021-06-14,140.4285714,0.8324099,14210.0823,0.1202613,0.8324099,0.1202613
