,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
219,md,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,12.0101196,0.6515949,2488.9988,state,fb-survey
220,me,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,13.7994736,1.0121114,1161.2234,state,fb-survey
221,mi,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,15.1111856,0.4408948,6599.0129,state,fb-survey
222,mn,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,12.648836,0.6413876,2685.8277,state,fb-survey
223,mo,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,12.5819218,0.6099146,2956.7198,state,fb-survey
224,ms,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,13.1140992,0.8800747,1471.122,state,fb-survey
225,mt,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,11.677263,1.1428862,789.6008,state,fb-survey
226,nc,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,11.216101,0.4494779,4929.0076,state,fb-survey
227,nd,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,10.1720573,1.4865548,413.4837,state,fb-survey
228,ne,smoothed_wdepressed_7d,2021-03-06,2021-03-17,11,11.4955017,0.998354,1020.7612,state,fb-survey
